,ID,Occupation,Job.Series,School,Major,Level.of.Education,Gender,Race,Disability,Hired
1288,1288,Agricultural Market Reporting,1147,228723,Journalism,Some College,Female,White,NA,N
1289,1289,Environmental Health Technician,698,100751,Environmental Studies,Some College,Male,White,NA,N
1290,1290,Social Science Aide and Technician,102,130943,Social Work,Bachelor's Degree,Male,White,targeted disability,N
1291,1291,Metallurgy,1321,100751,Physical Science,Some College,Male,White,NA,N
1292,1292,Financial Administration and Program,501,195030,Accounting,Some College,Male,Black/African American,NA,N
1293,1293,Archivist,1420,110644,History,Some College,Female,White,NA,N
1294,1294,Agricultural Engineering,890,131469,Agriculture,Associates Degree,Female,Hispanic/Latino,disability,N
1295,1295,Psychology Aide and Technician,181,131469,Counseling,PhD,Female,Asian,NA,Y
1296,1296,Pathology Technician,646,230038,Medical Support,Bachelor's Degree,Female,Asian,NA,N
1297,1297,Social Science,101,221999,Political Science/Govt,Some College,Male,White,NA,N
1298,1298,Pathology Technician,646,236948,Medical Support,Associates Degree,Female,American Indian/Alaskan Native,NA,N
1299,1299,Production Control,1152,110653,Industrial Management,Bachelor's Degree,Female,White,NA,N
1300,1300,Health System Specialist,671,139755,Hospital Admin.,Some College,Male,Black/African American,disability,N
1301,1301,Environmental Engineering,819,110662,Chemistry,PhD,Female,White,NA,N
1302,1302,Industrial Engineering,896,100751,Engineering (Any Specialty),Associates Degree,Male,White,disability,N
1303,1303,General Anthropology,190,196103,Anthropology,Associates Degree,Female,White,targeted disability,N
1304,1304,Illustrating,1020,166683,"Arts, Fine And Applied",Bachelor's Degree,Female,White,NA,N
1305,1305,Agricultural Program Specialist,1145,130794,Agriculture,Associates Degree,Female,White,targeted disability,N
1306,1306,Physician's Assistant,603,204796,Nursing,Some College,Male,White,disability,N
1307,1307,Agricultural Program Specialist,1145,221999,Agriculture,Associates Degree,Male,Black/African American,NA,N
1308,1308,Library Technician,1411,214777,Library Science,PhD,Female,White,NA,N
1309,1309,Technical Information Services,1412,166027,Library Science,Bachelor's Degree,Male,White,disability,Y
1310,1310,Dietitian and Nutritionist,630,151351,Food Technology And Safety,Bachelor's Degree,Male,Black/African American,NA,N
1311,1311,Corrective Therapist,635,170976,Physical Education,Associates Degree,Male,White,targeted disability,N
1312,1312,Securities Compliance Examining,1831,190150,Finance,Bachelor's Degree,Male,White,targeted disability,N
1313,1313,Entomology,414,123961,Biology,Bachelor's Degree,Male,Black/African American,NA,N
1314,1314,Construction Analyst,828,211440,Architecture,Master's/J.D./LL.B.,Male,White,NA,N
1315,1315,Community Planning,20,160755,Community Or City Planning,Associates Degree,Female,White,disability,N
1316,1316,Realty,1170,166683,Community Or City Planning,Associates Degree,Male,White,NA,N
1317,1317,Oceanography,1360,221999,Geology,PhD,Male,White,NA,N
1318,1318,Intelligence,132,127060,Accounting,Bachelor's Degree,Male,White,NA,N
1319,1319,Wildlife Biology,486,240444,Biology,Master's/J.D./LL.B.,Female,Black/African American,disability,N
1320,1320,Industrial Hygiene,690,165015,Epidemiology,PhD,Female,Black/African American,NA,Y
1321,1321,Chemistry,1320,211440,Chemistry,Bachelor's Degree,Male,White,NA,N
1322,1322,Forestry,460,236948,Forestry,Associates Degree,Female,White,disability,N
1323,1323,Public Health Educator,1725,221999,Education,PhD,Female,Asian,targeted disability,N
1324,1324,Marine Cargo,2161,204024,Transportation,Associates Degree,Male,White,NA,N
1325,1325,Appraising,1171,135726,Finance,Some College,Male,White,NA,N
1326,1326,Printing Management,1654,228778,English And Literature,Associates Degree,Male,Black/African American,NA,N
1327,1327,Public Affairs,1035,131496,Any Major,Associates Degree,Male,White,NA,N
1328,1328,Technical Writing and Editing,1083,165015,English And Literature,Associates Degree,Female,Black/African American,NA,N
1329,1329,Corrective Therapist,635,199193,Physical Education,Associates Degree,Female,White,NA,N
1330,1330,Aircraft Operation,2181,174066,Aviation,Associates Degree,Male,White,disability,N
1331,1331,Distribution Facilities and Storage Management,2030,228875,"Management, Facilities",Bachelor's Degree,Female,White,NA,N
1332,1332,Range Technician,455,204024,Biology,Bachelor's Degree,Male,White,targeted disability,N
1333,1333,Food Technology,1382,236948,Chemistry,Some College,Male,White,disability,N
1334,1334,Loan Specialist,1165,191241,Economics,Some College,Female,Hispanic/Latino,NA,N
1335,1335,Aviation Safety,1825,166629,Aviation,Master's/J.D./LL.B.,Male,White,disability,N
1336,1336,Environmental Protection Assistant,29,135726,Environmental Studies,Associates Degree,Male,White,targeted disability,N
1337,1337,Construction Analyst,828,221999,Architecture,Bachelor's Degree,Male,White,NA,N
1338,1338,Diagnostic Radiologic Technologist,647,152080,Medical Support,Bachelor's Degree,Female,Black/African American,disability,N
1339,1339,Transportation Operations,2150,130794,Transportation,Master's/J.D./LL.B.,Male,Asian,disability,N
1340,1340,Occupational Therapist,631,162928,Rehabilitation Therapy,PhD,Male,White,NA,N
1341,1341,Audiovisual Production,1071,243744,"Arts, Fine And Applied",Bachelor's Degree,Female,White,targeted disability,N
1342,1342,Computer Science,1550,110404,Mathematics,Associates Degree,Male,Asian,disability,N
1343,1343,Air Traffic Control,2152,178396,Any Major,Master's/J.D./LL.B.,Female,White,NA,N
1344,1344,Agricultural Program Specialist,1145,231174,Agriculture,Associates Degree,Male,White,disability,N
1345,1345,Management and Program Analysis,343,166027,Any Major,Associates Degree,Male,Asian,NA,N
1346,1346,Meteorology,1340,196103,Meteorology,Some College,Male,White,disability,N
1347,1347,General Health Science,601,170976,Epidemiology,Bachelor's Degree,Female,White,NA,N
1348,1348,Construction Control,809,123961,Architecture,Bachelor's Degree,Male,Black/African American,targeted disability,N
1349,1349,Public Health Program Specialist,685,166027,Health,Associates Degree,Female,White,NA,N
1350,1350,Equipment Specialist,1670,131496,Industrial Management,Bachelor's Degree,Female,White,NA,N
1351,1351,Manual Arts Therapist,637,215062,Rehabilitation Therapy,Bachelor's Degree,Male,White,disability,N
1352,1352,Miscellaneous Administration and Program,301,228778,Public Admin.,Master's/J.D./LL.B.,Male,Black/African American,targeted disability,N
1353,1353,Compliance Inspection and Support,1802,221999,Law Enforcement,Master's/J.D./LL.B.,Male,White,NA,N
1354,1354,Administrative Officer,341,110644,Any Major,Master's/J.D./LL.B.,Male,White,NA,N
1355,1355,Hospital Housekeeping Management,673,151351,Hospital Admin.,Associates Degree,Female,White,targeted disability,N
1356,1356,Financial Institution Examining,570,122436,Economics,Associates Degree,Female,White,disability,N
1357,1357,Game Law Enforcement,1812,131496,Criminal Justice/Law Enforcement,Associates Degree,Female,Hispanic/Latino,NA,N
1358,1358,Supply Program Management,2003,212054,Any Major,Bachelor's Degree,Female,White,NA,N
1359,1359,Dietitian and Nutritionist,630,195030,Food Technology And Safety,Bachelor's Degree,Female,Black/African American,NA,N
1360,1360,Building Management,1176,178396,Real Estate,Bachelor's Degree,Female,White,NA,N
1361,1361,Supply Program Management,2003,231624,Any Major,Associates Degree,Male,White,disability,N
1362,1362,Financial Analysis,1160,198419,Economics,Bachelor's Degree,Male,Hispanic/Latino,targeted disability,N
1363,1363,Medical Technician,645,122436,Medical Support,Associates Degree,Female,Hispanic/Latino,NA,N
1364,1364,Internal Revenue Officer,1169,214777,Any Major,Bachelor's Degree,Male,White,targeted disability,N
1365,1365,General Anthropology,190,243780,Anthropology,Bachelor's Degree,Male,White,NA,N
1366,1366,General Health Science,601,166629,Epidemiology,Bachelor's Degree,Male,White,targeted disability,N
1367,1367,Cartography,1370,110404,Cartography,Associates Degree,Female,White,disability,N
1368,1368,Insurance Examining,1163,139658,Insurance,Associates Degree,Male,Asian,NA,N
1369,1369,Geophysics,1313,212054,Geophysics,Associates Degree,Female,Black/African American,targeted disability,N
1370,1370,Safety and Occupational Health Management,18,243780,Health,Bachelor's Degree,Male,Black/African American,disability,N
1371,1371,Corrective Therapist,635,230038,Physical Education,Some College,Female,Black/African American,NA,N
1372,1372,Agricultural Commodity Grading,1980,130794,Agriculture,Associates Degree,Male,American Indian/Alaskan Native,disability,N
1373,1373,Education and Training Technician,1702,179159,Education,Associates Degree,Female,White,disability,N
1374,1374,Dietitian and Nutritionist,630,130794,Food Technology And Safety,Associates Degree,Male,White,disability,N
1375,1375,Technical Writing and Editing,1083,204024,English And Literature,Associates Degree,Male,White,NA,N
1376,1376,Education and Training Technician,1702,100751,Education,Some College,Male,Black/African American,targeted disability,N
1377,1377,Museum Curator,1015,207971,Anthropology,Some College,Female,Hispanic/Latino,NA,N
1378,1378,Museum Specialist and Technician,1016,110662,Anthropology,Bachelor's Degree,Female,White,targeted disability,N
1379,1379,Medical Records Technician,675,170976,Medical Support,Some College,Female,White,NA,N
1380,1380,Administrative Officer,341,130794,Any Major,PhD,Female,White,NA,N
1381,1381,Plant Physiology,435,110680,Botany,Bachelor's Degree,Male,Hispanic/Latino,disability,Y
1382,1382,Cartographic Technician,1371,196103,Cartography,Bachelor's Degree,Male,Black/African American,NA,N
1383,1383,Photography,1060,110662,"Arts, Fine And Applied",Associates Degree,Female,White,NA,N
1384,1384,Wildlife Refuge Management,485,186131,Meteorology,Associates Degree,Male,Hispanic/Latino,disability,N
1385,1385,Ecology,408,190150,Environmental Studies,Associates Degree,Male,Hispanic/Latino,NA,N
1386,1386,Unemployment Insurance,106,213543,Insurance,Associates Degree,Male,White,disability,Y
1387,1387,Manual Arts Therapist,637,121150,Rehabilitation Therapy,Some College,Male,White,targeted disability,N
1388,1388,Claims Assistance and Examining,998,127060,Any Major,Bachelor's Degree,Female,White,disability,N
1389,1389,Mechanical Engineering,830,151351,Engineering (Any Specialty),Associates Degree,Male,Black/African American,targeted disability,N
1390,1390,General Anthropology,190,230038,Anthropology,Associates Degree,Male,White,disability,N
1391,1391,Medical Technician,645,110644,Medical Support,Bachelor's Degree,Male,White,targeted disability,N
1392,1392,Air Safety Investigating,1815,197708,Aviation,Some College,Male,White,targeted disability,N
1393,1393,Prosthetic Representative,672,174066,Rehabilitation Therapy,Master's/J.D./LL.B.,Female,White,NA,N
1394,1394,Agricultural Marketing,1146,130794,Marketing,Master's/J.D./LL.B.,Male,Black/African American,targeted disability,N
1395,1395,Air Traffic Control,2152,196413,Any Major,Some College,Male,White,targeted disability,N
1396,1396,Purchasing,1105,144050,Purchasing,Associates Degree,Female,Native Hawaiian/Pacific Islander,NA,N
1397,1397,General Health Science,601,162928,Epidemiology,Bachelor's Degree,Male,Black/African American,NA,N
1398,1398,Electronics Technician,856,236948,Electronics Technology,Some College,Female,White,NA,N
1399,1399,Wildlife Refuge Management,485,165334,Meteorology,Master's/J.D./LL.B.,Male,White,NA,N
1400,1400,Plant Physiology,435,221999,Botany,Associates Degree,Male,White,NA,Y
1401,1401,Telecommunications,391,122436,Communications,Some College,Female,Asian,NA,N
1402,1402,Apprenticeship and Training,243,195030,Human Resource Mgt.,Associates Degree,Female,Asian,NA,N
1403,1403,Paralegal Specialist,950,239105,Any Major,Bachelor's Degree,Male,Asian,disability,N
1404,1404,Sports Specialist,30,214777,Physical Education,Associates Degree,Female,Hispanic/Latino,disability,N
1405,1405,Miscellaneous Administration and Program,301,123961,Public Admin.,Bachelor's Degree,Female,Hispanic/Latino,NA,N
1406,1406,Computer Science,1550,198419,Mathematics,Bachelor's Degree,Female,Black/African American,NA,N
1407,1407,Education and Vocational Training,1710,134097,Counseling,Some College,Female,White,targeted disability,Y
1408,1408,Border Patrol Agent,1896,162928,Criminal Justice/Law Enforcement,Bachelor's Degree,Female,White,disability,N
1409,1409,Property Disposal,1104,100751,Marketing,Bachelor's Degree,Male,Black/African American,NA,N
1410,1410,Public Affairs,1035,147767,Any Major,Some College,Female,White,NA,N
1411,1411,Geophysics,1313,236948,Geophysics,Some College,Female,White,NA,N
1412,1412,Social Science Aide and Technician,102,131469,Social Work,Bachelor's Degree,Female,Black/African American,NA,N
1413,1413,Hospital Housekeeping Management,673,195030,Hospital Admin.,Bachelor's Degree,Female,Black/African American,targeted disability,N
1414,1414,Veterans Claims Examining,996,165334,Liberal Arts/Humanities,Master's/J.D./LL.B.,Female,White,targeted disability,N
1415,1415,Library Technician,1411,179159,Library Science,Associates Degree,Female,White,NA,N
1416,1416,Telecommunications,391,196079,Communications,Bachelor's Degree,Male,Black/African American,NA,N
1417,1417,Health Physics,1306,236948,Chemistry,Bachelor's Degree,Male,White,NA,N
1418,1418,Recreation/Creative Arts Therapist,638,215293,Park And Recreation Management,PhD,Male,White,disability,N
1419,1419,Logistics Management,346,196413,Any Major,Some College,Female,Black/African American,NA,N
1420,1420,Internal Revenue Officer,1169,164988,Any Major,Associates Degree,Male,White,disability,N
1421,1421,Meteorology,1340,130794,Meteorology,Some College,Female,White,targeted disability,N
1422,1422,Business and Industry,NA,144050,Industrial Management,Associates Degree,Female,White,NA,N
1423,1423,Wildlife Refuge Management,485,221999,Meteorology,Bachelor's Degree,Male,American Indian/Alaskan Native,disability,N
1424,1424,Construction Control,809,186131,Architecture,Master's/J.D./LL.B.,Male,White,NA,N
1425,1425,Contact Representative,962,221999,Liberal Arts/Humanities,Some College,Male,Asian,NA,N
1426,1426,Social Services Aide and Assistant,186,198419,Counseling,Some College,Female,Black/African American,NA,N
1427,1427,Computer Engineering,854,152080,Engineering (Any Specialty),Associates Degree,Female,White,NA,N
1428,1428,Electronics Engineering,855,197708,Engineering (Any Specialty),Master's/J.D./LL.B.,Male,Black/African American,targeted disability,N
1429,1429,Correctional Institution Administration,6,152080,Corrections,Bachelor's Degree,Male,White,NA,N
1430,1430,Electrical Engineering,850,231174,Engineering (Any Specialty),Associates Degree,Female,Black/African American,NA,N
1431,1431,History,170,217156,History,Some College,Female,White,NA,Y
1432,1432,Vocational Rehabilitation,1715,110644,Counseling,Associates Degree,Male,White,targeted disability,N
1433,1433,Intelligence,132,166683,Accounting,Associates Degree,Female,Black/African American,NA,N
1434,1434,General Engineering,801,121150,Engineering (Any Specialty),Some College,Female,White,targeted disability,N
1435,1435,Geodesy,1372,243780,Astronomy,Bachelor's Degree,Female,White,targeted disability,N
1436,1436,Cargo Scheduling,2144,230038,Transportation,Some College,Male,White,NA,N
